album,artists,available_markets,disc_number,duration_ms_x,explicit,external_ids,external_urls,href,id,is_local,name,popularity,preview_url,track_number,type_x,uri,like,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type_y,track_href,analysis_url,duration_ms_y,time_signature
Happy Hour,Cody G,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,165773,False,{'isrc': 'QZDA71849351'},{'spotify': 'https://open.spotify.com/track/6T9sa5hvXZitjbY9eJhokX'},https://api.spotify.com/v1/tracks/6T9sa5hvXZitjbY9eJhokX,6T9sa5hvXZitjbY9eJhokX,False,Happy Hour,29,https://p.scdn.co/mp3-preview/151de6beb9289c7fcc40e4d929feeef4ca5e7e2c?cid=527cc027556e4e75bde9716a7a0562a5,1,track,spotify:track:6T9sa5hvXZitjbY9eJhokX,1,0.701,0.799,5,-5.909,1,0.182,0.154,0.41,0.234,0.884,96.976,audio_features,https://api.spotify.com/v1/tracks/6T9sa5hvXZitjbY9eJhokX,https://api.spotify.com/v1/audio-analysis/6T9sa5hvXZitjbY9eJhokX,165773,4
Captivating,Minthaze,[],1,130473,False,{'isrc': 'QM42K1706949'},{'spotify': 'https://open.spotify.com/track/3ZZhQe6ou0Ys6vTYK5wt7K'},https://api.spotify.com/v1/tracks/3ZZhQe6ou0Ys6vTYK5wt7K,3ZZhQe6ou0Ys6vTYK5wt7K,False,Catchin' Feelings,0,,10,track,spotify:track:3ZZhQe6ou0Ys6vTYK5wt7K,1,0.671,0.411,2,-7.214,0,0.0405,0.832,0.487,0.339,0.652,79.149,audio_features,https://api.spotify.com/v1/tracks/3ZZhQe6ou0Ys6vTYK5wt7K,https://api.spotify.com/v1/audio-analysis/3ZZhQe6ou0Ys6vTYK5wt7K,130473,4
Beat Batch #2,Blvk,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,77844,False,{'isrc': 'QZ9JZ1774958'},{'spotify': 'https://open.spotify.com/track/3gQSWGaCoaxONqXitmn7GX'},https://api.spotify.com/v1/tracks/3gQSWGaCoaxONqXitmn7GX,3gQSWGaCoaxONqXitmn7GX,False,Air,50,https://p.scdn.co/mp3-preview/6abaced6aa56b6652e6ac4baa6963720b9eddddc?cid=527cc027556e4e75bde9716a7a0562a5,2,track,spotify:track:3gQSWGaCoaxONqXitmn7GX,1,0.567,0.335,11,-9.088,0,0.175,0.000179,0.74,0.275,0.135,148.094,audio_features,https://api.spotify.com/v1/tracks/3gQSWGaCoaxONqXitmn7GX,https://api.spotify.com/v1/audio-analysis/3gQSWGaCoaxONqXitmn7GX,77845,4
Loops,Ameba,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,67030,False,{'isrc': 'QZCE61820564'},{'spotify': 'https://open.spotify.com/track/3LGiL3BxjFcOE6DKkXNqYR'},https://api.spotify.com/v1/tracks/3LGiL3BxjFcOE6DKkXNqYR,3LGiL3BxjFcOE6DKkXNqYR,False,1k,39,https://p.scdn.co/mp3-preview/1f3621c057a31c3fb1c84e8e0fdef81c2f2ac7bc?cid=527cc027556e4e75bde9716a7a0562a5,1,track,spotify:track:3LGiL3BxjFcOE6DKkXNqYR,1,0.797,0.274,7,-14.074,0,0.0996,0.905,0.924,0.124,0.507,86.158,audio_features,https://api.spotify.com/v1/tracks/3LGiL3BxjFcOE6DKkXNqYR,https://api.spotify.com/v1/audio-analysis/3LGiL3BxjFcOE6DKkXNqYR,67030,4
Harbor,Tomppabeats,"['CA', 'US']",1,52602,False,{'isrc': 'DEQ121639484'},{'spotify': 'https://open.spotify.com/track/3pUMsLZIy50bhHOR8K8EKG'},https://api.spotify.com/v1/tracks/3pUMsLZIy50bhHOR8K8EKG,3pUMsLZIy50bhHOR8K8EKG,False,Far Away,53,https://p.scdn.co/mp3-preview/0fcf58fda3b69e2967739bc8a7b08d85a7a580df?cid=527cc027556e4e75bde9716a7a0562a5,1,track,spotify:track:3pUMsLZIy50bhHOR8K8EKG,1,0.675,0.495,10,-11.151,0,0.0957,0.444,0.964,0.162,0.718,73.117,audio_features,https://api.spotify.com/v1/tracks/3pUMsLZIy50bhHOR8K8EKG,https://api.spotify.com/v1/audio-analysis/3pUMsLZIy50bhHOR8K8EKG,52603,4
Alone,iwamizu,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,185261,False,{'isrc': 'TCJPE1662982'},{'spotify': 'https://open.spotify.com/track/4UTiiQu1gVGzVNYb92dytk'},https://api.spotify.com/v1/tracks/4UTiiQu1gVGzVNYb92dytk,4UTiiQu1gVGzVNYb92dytk,False,Rinki,33,https://p.scdn.co/mp3-preview/dbc74f387d07e712f164060ae5cc7ecef1510e9b?cid=527cc027556e4e75bde9716a7a0562a5,2,track,spotify:track:4UTiiQu1gVGzVNYb92dytk,1,0.704,0.579,0,-7.336,0,0.0728,0.631,0.565,0.211,0.622,152.02,audio_features,https://api.spotify.com/v1/tracks/4UTiiQu1gVGzVNYb92dytk,https://api.spotify.com/v1/audio-analysis/4UTiiQu1gVGzVNYb92dytk,185262,4
Four Walls and an Amplifier,Brock Berrigan,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BZ', 'CA', 'CH', 'CL', 'CM', 'CO', 'CR', 'CV', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'ZA', 'ZM']",1,136296,False,{'isrc': 'TCACD1521260'},{'spotify': 'https://open.spotify.com/track/78QpmBwaiYsCj3L599n6P3'},https://api.spotify.com/v1/tracks/78QpmBwaiYsCj3L599n6P3,78QpmBwaiYsCj3L599n6P3,False,The Good Times,26,https://p.scdn.co/mp3-preview/d2b2dfb7f24970d6fd8983eff0b5d0436e74c814?cid=527cc027556e4e75bde9716a7a0562a5,12,track,spotify:track:78QpmBwaiYsCj3L599n6P3,1,0.855,0.832,11,-2.541,0,0.123,0.17,0.0805,0.117,0.505,81.012,audio_features,https://api.spotify.com/v1/tracks/78QpmBwaiYsCj3L599n6P3,https://api.spotify.com/v1/audio-analysis/78QpmBwaiYsCj3L599n6P3,136296,4
Devastation,Beartooth,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,221748,False,{'isrc': 'USP6L2000593'},{'spotify': 'https://open.spotify.com/track/7JlMigJUTnVlmXODusrtdF'},https://api.spotify.com/v1/tracks/7JlMigJUTnVlmXODusrtdF,7JlMigJUTnVlmXODusrtdF,False,Devastation,63,https://p.scdn.co/mp3-preview/528308d1e263132088b7a07c52227b13646c72c4?cid=527cc027556e4e75bde9716a7a0562a5,1,track,spotify:track:7JlMigJUTnVlmXODusrtdF,0,0.501,0.988,1,-3.339,1,0.12,6.02e-05,5.54e-05,0.394,0.192,94.953,audio_features,https://api.spotify.com/v1/tracks/7JlMigJUTnVlmXODusrtdF,https://api.spotify.com/v1/audio-analysis/7JlMigJUTnVlmXODusrtdF,221748,4
Negative Noise,Tetrarch,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AU', 'AZ', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CY', 'CZ', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'MG', 'MH', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'ZA', 'ZM', 'ZW']",1,247370,True,{'isrc': 'ATN262100702'},{'spotify': 'https://open.spotify.com/track/7bYsgn5BtDVN2MUMYreXY2'},https://api.spotify.com/v1/tracks/7bYsgn5BtDVN2MUMYreXY2,7bYsgn5BtDVN2MUMYreXY2,False,Negative Noise,49,https://p.scdn.co/mp3-preview/adf58d24ec1602935d32140dc3eddedf49c4fda2?cid=527cc027556e4e75bde9716a7a0562a5,1,track,spotify:track:7bYsgn5BtDVN2MUMYreXY2,0,0.384,0.974,1,-3.647,0,0.141,0.000153,0.000247,0.226,0.155,194.842,audio_features,https://api.spotify.com/v1/tracks/7bYsgn5BtDVN2MUMYreXY2,https://api.spotify.com/v1/audio-analysis/7bYsgn5BtDVN2MUMYreXY2,247370,4
You're Welcome,A Day To Remember,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,185733,True,{'isrc': 'USAT22002737'},{'spotify': 'https://open.spotify.com/track/0o49yIEUZUoCTJ1qRnqFUO'},https://api.spotify.com/v1/tracks/0o49yIEUZUoCTJ1qRnqFUO,0o49yIEUZUoCTJ1qRnqFUO,False,Last Chance To Dance (Bad Friend),66,https://p.scdn.co/mp3-preview/4772a33ecf8d4db2cdefa9a6fedd81e05b7fa62e?cid=527cc027556e4e75bde9716a7a0562a5,4,track,spotify:track:0o49yIEUZUoCTJ1qRnqFUO,0,0.308,0.916,4,-4.13,0,0.0875,2.02e-05,0.0,0.322,0.68,122.231,audio_features,https://api.spotify.com/v1/tracks/0o49yIEUZUoCTJ1qRnqFUO,https://api.spotify.com/v1/audio-analysis/0o49yIEUZUoCTJ1qRnqFUO,185733,4
SLEEPS SOCIETY,While She Sleeps,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,176695,True,{'isrc': 'GBUM72100179'},{'spotify': 'https://open.spotify.com/track/7LRotHDhVHU9FE7oWhuFTL'},https://api.spotify.com/v1/tracks/7LRotHDhVHU9FE7oWhuFTL,7LRotHDhVHU9FE7oWhuFTL,False,SYSTEMATIC,61,https://p.scdn.co/mp3-preview/6faa635f611fe335e99cfbf10dd08e2f3fb716a4?cid=527cc027556e4e75bde9716a7a0562a5,3,track,spotify:track:7LRotHDhVHU9FE7oWhuFTL,0,0.528,0.961,10,-4.621,0,0.107,0.000149,0.000146,0.102,0.441,130.038,audio_features,https://api.spotify.com/v1/tracks/7LRotHDhVHU9FE7oWhuFTL,https://api.spotify.com/v1/audio-analysis/7LRotHDhVHU9FE7oWhuFTL,176695,4
ERRA,ERRA,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,240525,False,{'isrc': 'AUI442000161'},{'spotify': 'https://open.spotify.com/track/2A8WSQPNT9NqssXd3rEZYU'},https://api.spotify.com/v1/tracks/2A8WSQPNT9NqssXd3rEZYU,2A8WSQPNT9NqssXd3rEZYU,False,Gungrave,58,https://p.scdn.co/mp3-preview/26c3ebf82a698a925d50551d0b8874fd25bb8796?cid=527cc027556e4e75bde9716a7a0562a5,2,track,spotify:track:2A8WSQPNT9NqssXd3rEZYU,0,0.481,0.97,6,-2.684,0,0.0695,1.23e-05,0.0102,0.206,0.345,100.013,audio_features,https://api.spotify.com/v1/tracks/2A8WSQPNT9NqssXd3rEZYU,https://api.spotify.com/v1/audio-analysis/2A8WSQPNT9NqssXd3rEZYU,240525,4
